review,overall rating
"We were very unhappy with the service at what we thought was going to be an upscale restaurant where we were celebrating my niece ‘s 50 Birthday.
The service was very slow in clearing our plates and we waited so long for our dessert that we chose to cancel our order.
A huge disappointment on what we were hoping would have been a great evening.",2
"I have been twice at the Blueblood restaurant, once for my husbands birthday and we had a very pleasent meal. Quality food and service.
The second time I took a friend and I decided to try the bar just for a relaxed drink before dinner, the experience was excellent as being located in Casa Loma makes the surroundings very special. Unfortunately when we went to the Retaurant for our dinner midway into our main course a group of very loud men came in and totally spoiled our dinner. It took the restaurant management too long to bring to their attention that it doesn’t matter how much money they had, Casa Loma is not a pub or a local bar. I will go again as I just love the decor and the food but if this happens again, I will not spend an average of 500 CAD to have my dinner ruined by spoiled prats.",3
"The setting for blue blood in casa loma is spectacular and it is very well fit out.
The starters of steak tartare served in a bone as well as the Caesar salad prepared table side were both excellent.

Unfortunately the dinner was let down by the 35 day dry aged striploin which was quite tough and had an unpleasant flavour - Very disappointing for a steak restaurant! The waiter and manager handled this adequately but not particularly apologetically, we didn’t want to make a fuss at all but they didn’t charge us for the steak.
We did notice the couple next to us also sent back both their seabass and steak.

Up until the steak we would have given the restaurant 5 stars so it was unfortunate that it was such a disappointment.",2
"As a group of 6 is apparently impossible in the Oak Room, the nicest one, (something we had not been made aware of at time of reservation or confirmation) we were put in the Billiard Room (not as nice as Oak Room or bar) with another large group of maybe 12 and two tables of 2. Noisy and right by kitchen door in plain view, cloak room, no linen on table. 

Food was ok but, honestly, much better at The Keg. Cesar Salad way too garlicky or mustardy, Chopped Salad, steaks and side ordinary. 

Very good service from our waiter and appreciated the little attention to the birthday girls. 

Too pricey and slightly gimmicky for what it was, unfortunately.",2
A truly amazing meal. Waygu beef was perfect. Can’t wait to return,4
Great setting with superb service. The meal was excellent,4
Upscale dining experience with everything you would expect and more!,4
Nice touch to get the wine stopper as a gift.,4
"Food - the steak was very good but the truffle mashed potato side dish was somewhat flavourless
Wine - the Sommelier was excellent, great wine list
Service - although each server was attentive, the choreography was very disjointed, with multiple servers tending to our table, resulting in drinks being late in arriving and one of our food orders not showing up until the main course was done. Very disappointing at this price point!!!",2
The service was outstanding. The food was great. Really cool place.,4
Amazing food and amazing service! Definitely recommend this restaurant.,4
"First and foremost, THANK YOU JENNY. Our ‘hostess/waitress’ went very high and beyond, I was in awe the whole time. The service was impeccable!

The ambience is spectacular, the food presentation - breathtaking. Thank you for making my husband’s birthday truly special.

I’m definitely coming back but this time with my ‘FoodExplorer Friends’

Thank You!",4
